scene_id,timestamp,cup_id,x,y,hand_distance,last_touched_time,touch_count,moved_recently,distance_to_tray,user_present,user_absent_time,active_cup_id,is_active_cup,time_near_cup,time_since_release,release_count,cup_motion_distance,stationary_time,was_moved,used_cup_candidate,idle_candidate,label
23,1779178293.775,1,0.5406,0.7514,0.2101,9.919,1,0,0.5529,1,0.0,2,0,0.143,9.774,1,0.0,8.353,1,1,0,ASK
23,1779178293.775,2,0.6781,0.3972,0.016,0.0,15,0,0.2658,1,0.0,2,1,2.115,0.703,2,0.0,0.286,1,1,0,WAIT
24,1779178294.353,0,0.6648,0.6958,0.1341,1.856,7,0,0.5225,1,0.0,2,0,0.977,1.712,2,0.0,8.931,1,1,0,ASK
24,1779178294.353,1,0.5406,0.7514,0.2082,10.496,1,0,0.5529,1,0.0,2,0,0.143,10.351,1,0.0,8.931,1,1,0,IDLE
24,1779178294.353,2,0.6898,0.4,0.0144,0.0,19,0,0.2758,1,0.0,2,1,2.693,1.28,2,0.0,0.864,1,1,0,WAIT
25,1779178294.913,0,0.6648,0.6958,0.1295,2.416,7,0,0.5225,1,0.0,2,0,0.977,2.272,2,0.0,9.491,1,1,0,ASK
25,1779178294.913,1,0.5406,0.7514,0.2077,11.057,1,0,0.5529,1,0.0,2,0,0.143,10.912,1,0.0,9.491,1,1,0,IDLE
25,1779178294.913,2,0.6977,0.4111,0.0149,0.0,23,0,0.2892,1,0.0,2,1,3.253,1.841,2,0.0,1.424,1,1,0,WAIT
26,1779178295.474,0,0.6648,0.6958,0.131,2.977,7,0,0.5225,1,0.0,2,0,0.977,2.833,2,0.0,10.052,1,1,0,ASK
26,1779178295.474,1,0.5406,0.7514,0.2078,11.617,1,0,0.5529,1,0.0,2,0,0.143,11.472,1,0.0,10.052,1,1,0,IDLE
26,1779178295.474,2,0.6945,0.4083,0.0144,0.0,27,0,0.285,1,0.0,2,1,3.814,2.401,2,0.0,1.985,1,1,0,WAIT
